진료과,병원명,주소,평점,의사,온라인 예약 여부,의사 평점,리뷰수,병원링크,평점구간
내과,미래정형외과의원,"서울특별시 성북구 동소문로 125 지상2층 (동선동4가, 골든타워 )",7.9,['미래정형외과의원 원장'],False,['7.9'],20,https://www.modoodoc.com/hospital/6795/%EB%AF%B8%EB%9E%98%EC%A0%95%ED%98%95%EC%99%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EB%8F%99%EC%84%A0%EB%8F%994%EA%B0%80,"[7.5, 8.0)"
내과,삼혜이비인후과의원,"서울특별시 성북구 동소문로 18-1 2, 3층 (동소문동2가, 애산빌딩)",8.4,['이창훈'],False,['8.4'],22,https://www.modoodoc.com/hospital/7608/%EC%82%BC%ED%98%9C%EC%9D%B4%EB%B9%84%EC%9D%B8%ED%9B%84%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
내과,나현내과의원,서울특별시 성북구 보국문로 164 지상2층 (정릉동),0.0,['나현내과의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/5622/%EB%82%98%ED%98%84%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[0.0, 0.5)"
내과,전은의산부인과의원,서울특별시 성북구 장월로 83 (장위동),0.0,['전은의산부인과의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/11056/%EC%A0%84%EC%9D%80%EC%9D%98%EC%82%B0%EB%B6%80%EC%9D%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%9E%A5%EC%9C%84%EB%8F%99,"[0.0, 0.5)"
내과,장위성모정형외과의원,서울특별시 성북구 장위로 105-1 201호 (장위동),8.7,['장위성모정형외과의원 원장'],False,['8.7'],10,https://www.modoodoc.com/hospital/11010/%EC%9E%A5%EC%9C%84%EC%84%B1%EB%AA%A8%EC%A0%95%ED%98%95%EC%99%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%9E%A5%EC%9C%84%EB%8F%99,"[8.5, 9.0)"
내과,김세진소아청소년과의원,"서울특별시 성북구 화랑로 76 지상1층 109-1,110호 (하월곡동, 코업스타클래스)",8.4,['김세진소아청소년과의원 원장'],False,['8.4'],10,https://www.modoodoc.com/hospital/5296/%EA%B9%80%EC%84%B8%EC%A7%84%EC%86%8C%EC%95%84%EC%B2%AD%EC%86%8C%EB%85%84%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
내과,서울하나내과의원,서울특별시 성북구 돌곶이로 37 (석관동),8.9,"['우두현', '이명열', '권미광']",False,"['7.8', '9.3', '8.8']",10,https://www.modoodoc.com/hospital/8079/%EC%84%9C%EC%9A%B8%ED%95%98%EB%82%98%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC/?#HospitalHiraPriceSection,"[8.5, 9.0)"
내과,이상구내과의원,서울특별시 성북구 길음로9길 50,8.3,['이상구내과의원 원장'],False,['8.3'],6,https://www.modoodoc.com/hospital/10625/%EC%9D%B4%EC%83%81%EA%B5%AC%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EA%B8%B8%EC%9D%8C%EB%8F%99,"[8.0, 8.5)"
내과,연세이너힐의원,"서울특별시 성북구 월계로40길 7 지상 3,2층 301,205호 (장위동, 센트럴타운)",6.7,['류호성'],False,['6.7'],13,https://www.modoodoc.com/hospital/9345/%EC%97%B0%EC%84%B8%EB%85%B8%EB%B8%94%EC%9D%98%EC%9B%90-%EC%84%B1%EB%B6%81-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%9E%A5%EC%9C%84%EB%8F%99,"[6.5, 7.0)"
내과,성북웰니스요양병원,"서울특별시 성북구 보문로 86, (보문동4가)",0.0,['성북웰니스요양병원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/82394/%EC%84%B1%EB%B6%81%EC%9B%B0%EB%8B%88%EC%8A%A4%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%B3%B4%EB%AC%B8%EB%8F%994%EA%B0%80,"[0.0, 0.5)"
내과,성북휴메디의원,서울특별시 성북구 장위로 177 2층 (장위동),0.0,['성북휴메디의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/8269/%EC%84%B1%EB%B6%81%ED%9C%B4%EB%A9%94%EB%94%94%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[0.0, 0.5)"
내과,성모의원,서울특별시 성북구 장위로 46-1 (장위동),9.0,['성모의원 원장'],False,['9.0'],3,https://www.modoodoc.com/hospital/8230/%EC%84%B1%EB%AA%A8%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.0, 9.5)"
내과,정릉아산내과의원,"서울 성북구 보국문로 33 3층 302,303호 (정릉동)",9.0,['김원학'],False,['9.0'],10,https://www.modoodoc.com/hospital/35406/%EC%A0%95%EB%A6%89%EC%95%84%EC%82%B0%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC/?#HospitalHiraPriceSection,"[9.0, 9.5)"
내과,성북제일의원,서울특별시 성북구 종암로 87 (종암동),0.0,['성북제일의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/8267/%EC%84%B1%EB%B6%81%EC%A0%9C%EC%9D%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[0.0, 0.5)"
내과,정릉성모외과의원,서울특별시 성북구 보국문로 49-1 (정릉동),7.8,['정릉성모외과의원 원장'],False,['7.8'],7,https://www.modoodoc.com/hospital/11104/%EC%A0%95%EB%A6%89%EC%84%B1%EB%AA%A8%EC%99%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A0%95%EB%A6%89%EB%8F%99,"[7.5, 8.0)"
내과,삼성키즈소아청소년과의원,서울특별시 성북구 길음로 33 상가B동 지하1층 20호 (길음동),9.1,"['전지은', '한문희']",False,"['0.0', '9.1']",7,https://www.modoodoc.com/hospital/7576/%EC%82%BC%EC%84%B1%ED%82%A4%EC%A6%88%EC%86%8C%EC%95%84%EC%B2%AD%EC%86%8C%EB%85%84%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.0, 9.5)"
내과,안의원,"서울특별시 성북구 보국문로 43 2층 1호 (정릉동, 야원빌딩)",8.3,['안상석'],False,['8.3'],12,https://www.modoodoc.com/hospital/8977/%EC%95%88%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
내과,이소진의원,"서울특별시 성북구 보국문로 50 201호,202호 (정릉동)",7.6,"['이소진', '이소진', '이선애']",False,"['8.5', '7.6', '7.3']",23,https://www.modoodoc.com/hospital/10657/%EC%9D%B4%EC%86%8C%EC%A7%84%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A0%95%EB%A6%89%EB%8F%99,"[7.5, 8.0)"
내과,신용제이비인후과의원,서울특별시 성북구 정릉로 274 지상3층 (정릉동),8.3,['신용제이비인후과의원 원장'],False,['8.3'],5,https://www.modoodoc.com/hospital/8715/%EC%8B%A0%EC%9A%A9%EC%A0%9C%EC%9D%B4%EB%B9%84%EC%9D%B8%ED%9B%84%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
내과,좋은이비인후과의원,서울특별시 성북구 돌곶이로27길 79 지상2층 (장위동),6.8,['좋은이비인후과의원 원장'],False,['6.8'],5,https://www.modoodoc.com/hospital/11378/%EC%A2%8B%EC%9D%80%EC%9D%B4%EB%B9%84%EC%9D%B8%ED%9B%84%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[6.5, 7.0)"
내과,굿모닝이비인후과의원,"서울특별시 성북구 동소문로 248 102층 311호 (길음동, 삼부아파트상가)",8.4,['김우석'],False,['8.4'],36,https://www.modoodoc.com/hospital/5059/%EA%B5%BF%EB%AA%A8%EB%8B%9D%EC%9D%B4%EB%B9%84%EC%9D%B8%ED%9B%84%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
내과,굿데이이비인후과의원,서울 성북구 돌곶이로 25,9.4,['강가람'],False,['9.4'],7,https://www.modoodoc.com/hospital/73018/%EA%B5%BF%EB%8D%B0%EC%9D%B4%EC%9D%B4%EB%B9%84%EC%9D%B8%ED%9B%84%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%84%9D%EA%B4%80%EB%8F%99,"[9.0, 9.5)"
내과,성북성심정형외과의원,"서울특별시 성북구 동소문로 181 (돈암동, 지하1층일부, 지하2층, 지상2층일부, 지상5층, 지상7층일부)",6.1,['성북성심정형외과의원 원장'],False,['6.1'],11,https://www.modoodoc.com/hospital/8264/%EC%84%B1%EB%B6%81%EC%84%B1%EC%8B%AC%EC%A0%95%ED%98%95%EC%99%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EB%8F%88%EC%95%94%EB%8F%99,"[6.0, 6.5)"
내과,성북구보건소,"서울특별시 성북구 화랑로 63, (하월곡동)",0.0,['성북구보건소 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/83215/%EC%84%B1%EB%B6%81%EA%B5%AC%EB%B3%B4%EA%B1%B4%EC%86%8C-%EC%84%9C%EC%9A%B8-%ED%95%98%EC%9B%94%EA%B3%A1%EB%8F%99,"[0.0, 0.5)"
내과,이든피부과의원,서울 성북구 도봉로 1,9.1,['강호송'],False,['9.1'],86,https://www.modoodoc.com/hospital/67409/%EC%9D%B4%EB%93%A0%ED%94%BC%EB%B6%80%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EA%B8%B8%EC%9D%8C%EB%8F%99,"[9.0, 9.5)"
내과,새서울정형외과의원,서울특별시 성북구 보문로 123 (보문동2가),8.3,['새서울정형외과의원 원장'],False,['8.3'],7,https://www.modoodoc.com/hospital/7668/%EC%83%88%EC%84%9C%EC%9A%B8%EC%A0%95%ED%98%95%EC%99%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EB%B3%B4%EB%AC%B8%EB%8F%992%EA%B0%80,"[8.0, 8.5)"
내과,에프엠성모의원,서울 성북구 종암로 167 상가 4층 404호,7.4,['에프엠성모의원 원장'],False,['7.4'],4,https://www.modoodoc.com/hospital/68133/%EC%97%90%ED%94%84%EC%97%A0%EC%84%B1%EB%AA%A8%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%ED%95%98%EC%9B%94%EA%B3%A1%EB%8F%99,"[7.0, 7.5)"
내과,의료법인참예원의료재단 성북참요양병원,"서울특별시 성북구 북악산로1길 71, (정릉동)",0.0,['의료법인참예원의료재단 성북참요양병원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/82857/%EC%9D%98%EB%A3%8C%EB%B2%95%EC%9D%B8%EC%B0%B8%EC%98%88%EC%9B%90%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8-%EC%84%B1%EB%B6%81%EC%B0%B8%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%A0%95%EB%A6%89%EB%8F%99,"[0.0, 0.5)"
내과,우신향병원,서울 성북구 안암로 99,8.5,"['민형식', '한정우', '오규성']",False,"['8.3', '9.1', '7.8']",14,https://www.modoodoc.com/hospital/4427/%EC%9A%B0%EC%8B%A0%ED%96%A5%EB%B3%91%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%95%88%EC%95%94%EB%8F%995%EA%B0%80/?#HospitalHiraPriceSection,"[8.5, 9.0)"
내과,김영명이비인후과의원,서울특별시 성북구 화랑로11길 35 (하월곡동),8.0,['김영명이비인후과의원 원장'],False,['8.0'],3,https://www.modoodoc.com/hospital/5354/%EA%B9%80%EC%98%81%EB%AA%85%EC%9D%B4%EB%B9%84%EC%9D%B8%ED%9B%84%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
내과,김기범이비인후과의원,"서울특별시 성북구 성북로4길 52 418동 지상3층 2302호 (돈암동, 한진아파트 서동)",9.3,['김기범이비인후과의원 원장'],False,['9.3'],4,https://www.modoodoc.com/hospital/5196/%EA%B9%80%EA%B8%B0%EB%B2%94%EC%9D%B4%EB%B9%84%EC%9D%B8%ED%9B%84%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.0, 9.5)"
내과,삼선서울내과의원,서울특별시 성북구 동소문로 32 1층 (동소문동3가),9.1,['조준현'],False,['9.1'],17,https://www.modoodoc.com/hospital/7486/%EC%82%BC%EC%84%A0%EC%84%9C%EC%9A%B8%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC/?#HospitalHiraPriceSection,"[9.0, 9.5)"
내과,중앙의원,서울특별시 성북구 장월로1길 17 1층 (상월곡동),7.3,['중앙의원 원장'],False,['7.3'],2,https://www.modoodoc.com/hospital/11440/%EC%A4%91%EC%95%99%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[7.0, 7.5)"
내과,김용재이비인후과의원,서울특별시 성북구 아리랑로 117-7 (정릉동),6.7,['김용재이비인후과의원 원장'],False,['6.7'],5,https://www.modoodoc.com/hospital/5382/%EA%B9%80%EC%9A%A9%EC%9E%AC%EC%9D%B4%EB%B9%84%EC%9D%B8%ED%9B%84%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[6.5, 7.0)"
내과,플러스요양병원,"서울특별시 성북구 솔샘로1길 19, 그린존 1층~6층 (정릉동)",0.0,['플러스요양병원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/83050/%ED%94%8C%EB%9F%AC%EC%8A%A4%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%A0%95%EB%A6%89%EB%8F%99,"[0.0, 0.5)"
내과,정의원,서울특별시 성북구 동소문로 43 지상2층 (동소문동4가),9.2,['정신'],False,['9.2'],11,https://www.modoodoc.com/hospital/11153/%EC%A0%95%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%994%EA%B0%80,"[9.0, 9.5)"
내과,이혁준정형외과의원,서울특별시 성북구 아리랑로 15 2층 (동소문동6가),7.8,['이혁준정형외과의원 원장'],False,['7.8'],27,https://www.modoodoc.com/hospital/10843/%EC%9D%B4%ED%98%81%EC%A4%80%EC%A0%95%ED%98%95%EC%99%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%996%EA%B0%80,"[7.5, 8.0)"
내과,해맑은이비인후과의원,서울특별시 성북구 종암로 115 지상4층 (종암동),9.0,['해맑은이비인후과의원 원장'],False,['9.0'],11,https://www.modoodoc.com/hospital/12476/%ED%95%B4%EB%A7%91%EC%9D%80%EC%9D%B4%EB%B9%84%EC%9D%B8%ED%9B%84%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.0, 9.5)"
내과,성북서울요양병원,"서울특별시 성북구 종암로 31, (종암동)",0.0,['성북서울요양병원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/82393/%EC%84%B1%EB%B6%81%EC%84%9C%EC%9A%B8%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%A2%85%EC%95%94%EB%8F%99,"[0.0, 0.5)"
내과,장위석관보건지소,"서울특별시 성북구 한천로 568, 장위석관보건지소 1~5층 (석관동)",0.0,['장위석관보건지소 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/83970/%EC%9E%A5%EC%9C%84%EC%84%9D%EA%B4%80%EB%B3%B4%EA%B1%B4%EC%A7%80%EC%86%8C-%EC%84%9C%EC%9A%B8-%EC%84%9D%EA%B4%80%EB%8F%99,"[0.0, 0.5)"
내과,맑은세상의원,서울특별시 성북구 돌곶이로 75 지상4층 (석관동),0.0,['맑은세상의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/6513/%EB%A7%91%EC%9D%80%EC%84%B8%EC%83%81%EC%9D%98%EC%9B%90%EA%B5%AC%EC%A0%9C%EC%9B%90%EC%9D%98%EC%9B%90%EA%B3%A0%EC%9A%B4%EC%84%B8%EC%83%81%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[0.0, 0.5)"
내과,연세우리정형외과의원,서울 성북구 종암로 115 동우빌딩,8.3,['심동준'],False,['8.3'],16,https://www.modoodoc.com/hospital/9604/%EC%97%B0%EC%84%B8%EC%9A%B0%EB%A6%AC%EC%A0%95%ED%98%95%EC%99%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
내과,중앙기독의원,서울특별시 성북구 돌곶이로 32 (석관동),9.8,['중앙기독의원 원장'],False,['9.8'],3,https://www.modoodoc.com/hospital/11425/%EC%A4%91%EC%95%99%EA%B8%B0%EB%8F%85%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.5, 10.0)"
내과,"이정균내과의원(구,장명의원)",서울특별시 성북구 화랑로19길 84 (상월곡동),9.8,"['이정균내과의원(구,장명의원) 원장']",False,['9.8'],1,https://www.modoodoc.com/hospital/10756/%EC%9D%B4%EC%A0%95%EA%B7%A0%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90%EA%B5%AC%EC%9E%A5%EB%AA%85%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.5, 10.0)"
내과,홍요한내과의원,서울 성북구 돌곶이로 152,9.3,['홍요한내과의원 원장'],False,['9.3'],3,https://www.modoodoc.com/hospital/12646/%ED%99%8D%EC%9A%94%ED%95%9C%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%9E%A5%EC%9C%84%EB%8F%99/?#HospitalHiraPriceSection,"[9.0, 9.5)"
내과,에스유마취통증의학과의원,서울 성북구 돌곶이로 183,8.7,['한선숙'],False,['8.7'],16,https://www.modoodoc.com/hospital/11481/%EC%97%90%EC%8A%A4%EC%9C%A0%EB%A7%88%EC%B7%A8%ED%86%B5%EC%A6%9D%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%9E%A5%EC%9C%84%EB%8F%99,"[8.5, 9.0)"
내과,최응규내과의원,서울특별시 성북구 종암로 180 (하월곡동),6.5,['최응규내과의원 원장'],False,['6.5'],1,https://www.modoodoc.com/hospital/11755/%EC%B5%9C%EC%9D%91%EA%B7%9C%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[6.5, 7.0)"
정신건강의학과,성북아이정신건강의학과의원,서울특별시 성북구 동소문로20가길 12 (동선동1가),10.0,['김미경'],False,['10.0'],1,https://www.modoodoc.com/hospital/8265/%EC%84%B1%EB%B6%81%EC%95%84%EC%9D%B4%EC%A0%95%EC%8B%A0%EA%B1%B4%EA%B0%95%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EB%8F%99%EC%84%A0%EB%8F%991%EA%B0%80,
정신건강의학과,이민수정신건강의학과의원,서울 성북구 고려대로24길 20,8.2,['이민수'],False,['8.2'],11,https://www.modoodoc.com/hospital/10605/%EC%9D%B4%EB%AF%BC%EC%88%98%EC%A0%95%EC%8B%A0%EA%B1%B4%EA%B0%95%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
정신건강의학과,하나정신건강의학과의원,서울 성북구 동소문로 97,8.8,['하나정신건강의학과의원 원장'],False,['8.8'],7,https://www.modoodoc.com/hospital/12227/%ED%95%98%EB%82%98%EC%A0%95%EC%8B%A0%EA%B1%B4%EA%B0%95%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.5, 9.0)"
정신건강의학과,길음삼성정신건강의학과의원,"서울특별시 성북구 길음로 11, 근린생활시설동 2층 244,245,246호 (길음동, 길음역롯데캐슬트윈골드아파트)",0.0,['김진우'],False,['0.0'],0,https://www.modoodoc.com/hospital/77468/%EA%B8%B8%EC%9D%8C%EC%82%BC%EC%84%B1%EC%A0%95%EC%8B%A0%EA%B1%B4%EA%B0%95%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EA%B8%B8%EC%9D%8C%EB%8F%99,"[0.0, 0.5)"
정신건강의학과,베드로신경정신과의원,서울특별시 성북구 동소문로 92 지상8층 (동소문동5가),7.8,['베드로신경정신과의원 원장'],False,['7.8'],14,https://www.modoodoc.com/hospital/7241/%EB%B2%A0%EB%93%9C%EB%A1%9C%EC%8B%A0%EA%B2%BD%EC%A0%95%EC%8B%A0%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%995%EA%B0%80,"[7.5, 8.0)"
정신건강의학과,성북우리아이들병원,서울특별시 성북구 동소문로46길 10 (하월곡동),8.7,"['이진철', '김민상', '유병근']",False,"['10.0', '8.9', '9.8']",40,https://www.modoodoc.com/hospital/4374/%EC%84%B1%EB%B6%81%EC%9A%B0%EB%A6%AC%EC%95%84%EC%9D%B4%EB%93%A4%EB%B3%91%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.5, 9.0)"
정신건강의학과,예온정신건강의학과의원,서울 성북구 보문로 183 302호,8.6,['정지영'],False,['8.6'],8,https://www.modoodoc.com/hospital/35479/%EC%98%88%EC%98%A8%EC%A0%95%EC%8B%A0%EA%B1%B4%EA%B0%95%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%82%BC%EC%84%A0%EB%8F%994%EA%B0%80,"[8.5, 9.0)"
정신건강의학과,서울힐링정신건강의학과의원,"서울특별시 성북구 길음로 11, 근린생활시설동 2층 209,210호 (길음동, 길음역롯데캐슬트윈골드아파트)",0.0,['서울힐링정신건강의학과의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/79894/%EC%84%9C%EC%9A%B8%ED%9E%90%EB%A7%81%EC%A0%95%EC%8B%A0%EA%B1%B4%EA%B0%95%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EA%B8%B8%EC%9D%8C%EB%8F%99,"[0.0, 0.5)"
정신건강의학과,동호신경정신과의원,서울 성북구 동소문로 3,0.0,['동호신경정신과의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/6101/%EB%8F%99%ED%98%B8%EC%8B%A0%EA%B2%BD%EC%A0%95%EC%8B%A0%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%991%EA%B0%80,"[0.0, 0.5)"
정신건강의학과,무지개정신건강의학과의원,서울 성북구 동소문로 125,9.3,['최은형'],False,['9.3'],13,https://www.modoodoc.com/hospital/67470/%EB%AC%B4%EC%A7%80%EA%B0%9C%EC%A0%95%EC%8B%A0%EA%B1%B4%EA%B0%95%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%84%A0%EB%8F%994%EA%B0%80,"[9.0, 9.5)"
정신건강의학과,정릉손정신건강의학과의원,서울 성북구 보국문로 43,9.8,['정릉손정신건강의학과의원 원장'],False,['9.8'],2,https://www.modoodoc.com/hospital/70134/%EC%A0%95%EB%A6%89%EC%86%90%EC%A0%95%EC%8B%A0%EA%B1%B4%EA%B0%95%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%A0%95%EB%A6%89%EB%8F%99,"[9.5, 10.0)"
정신건강의학과,아린정신건강의학과의원,서울 성북구 도봉로 3,8.4,['이선혜'],False,['8.4'],12,https://www.modoodoc.com/hospital/35402/%EC%95%84%EB%A6%B0%EC%A0%95%EC%8B%A0%EA%B1%B4%EA%B0%95%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
